Latitude,Longitude,POI Type,POI Name
-12.0720557,-77.0628819,restaurant,Vip House Restaurante Oriental
-12.0720557,-77.0628819,bank,Scotiabank
-12.0720557,-77.0628819,restaurant,Chifa Wo Fat
-12.0720557,-77.0628819,restaurant,Chifa Pho Wa
-12.0720557,-77.0628819,restaurant,Corralito
-12.0720557,-77.0628819,restaurant,Pardos Chicken
-12.0720557,-77.0628819,school,Colegio San Pablo
-12.0720557,-77.0628819,restaurant,Chifa Sen Hou
-12.0720557,-77.0628819,restaurant,Chifa Kam Tou
-12.0720557,-77.0628819,restaurant,Los Caporales
-12.0720557,-77.0628819,bank,BCP Asturias
-12.0720557,-77.0628819,bank,BBVA Continental
-12.0720557,-77.0628819,restaurant,Chifa Casa Oriental
-12.0720557,-77.0628819,restaurant,Telepizza
-12.0720557,-77.0628819,school,Centro Educativo Particular Divino Redentor
-12.0720557,-77.0628819,restaurant,Chifa Pollería Yun Fen
-12.0720557,-77.0628819,fast_food,KFC
-12.0720557,-77.0628819,school,Institución Educativa Ebenezer
-12.0720557,-77.0628819,restaurant,Gloria
-12.0720557,-77.0628819,clinic,Stella Maris
-12.0720557,-77.0628819,clinic,Norvision
-12.0720557,-77.0628819,university,Universidad Antonio Ruiz de Montoya
-12.0720557,-77.0628819,clinic,Instituto de Imagenis Medicas
-12.0720557,-77.0628819,clinic,Santa Rosa
-12.0720557,-77.0628819,clinic,Medrock
-12.0720557,-77.0628819,pharmacy,Super Boticas Hollywood
-12.0720557,-77.0628819,school,Institución Educativa Pedro Galvez Egusquiza
-12.0720557,-77.0628819,mall,Centro Comercial Andalucía Via-A
-12.0720557,-77.0628819,,Nombre no disponible
-12.0720557,-77.0628819,,Nombre no disponible
-12.0720557,-77.0628819,school,Institución Educativa De la Cruz
-12.0720557,-77.0628819,restaurant,Casimiro
-12.0720557,-77.0628819,restaurant,Chifa
-12.0720557,-77.0628819,school,Institución Educativa San Pablo
